Input,Expected Output
3 / 2,1.5
62 / 82,0.76
16 / 21,0.76
16 * 5,80
99 / 24,4.12
66 + 39,105
21 + 73,94
52 + 8,60
42 - 87,-45
55 - 66,-11
53 / 68,0.78
2 + 49,51
76 - 58,18
41 * 58,2378
9 + 36,45
40 / 60,0.67
99 / 89,1.11
67 + 63,130
63 + 69,132
83 / 63,1.32
83 * 22,1826
25 * 91,2275
61 - 92,-31
70 * 7,490
95 - 15,80
15 - 21,-6
35 + 67,102
78 * 94,7332
44 - 95,-51
59 / 36,1.64
75 / 98,0.77
82 + 29,111
17 * 70,1190
2 + 79,81
32 / 68,0.47
42 * 57,2394
62 * 84,5208
77 / 59,1.31
91 + 68,159
58 / 92,0.63
99 + 4,103
37 + 69,106
93 * 2,186
3 * 7,21
88 * 55,4840
29 - 79,-50
56 - 24,32
68 + 96,164
61 + 97,158
73 * 34,2482
93 / 42,2.21
96 + 74,170
28 * 12,336
3 + 88,91
73 - 30,43
31 / 75,0.41
17 + 35,52
11 - 88,-77
42 / 89,0.47
55 - 86,-31
59 - 37,22
71 + 72,143
34 / 71,0.48
52 * 66,3432
42 * 11,462
14 + 41,55
21 - 86,-65
30 - 48,-18
48 - 62,-14
40 / 48,0.83
45 + 13,58
42 / 81,0.52
70 + 39,109
9 + 21,30
18 - 20,-2
84 + 61,145
48 - 60,-12
85 - 84,1
42 + 22,64
11 - 17,-6
90 / 24,3.75
10 * 78,780
88 / 18,4.89
17 + 94,111
87 - 55,32
83 / 14,5.93
97 - 98,-1
11 / 40,0.28
28 * 49,1372
1 / 62,0.02
85 + 91,176
71 / 81,0.88
93 + 31,124
63 + 74,137
70 / 17,4.12
53 + 96,149
50 + 87,137
8 - 37,-29
16 + 97,113
76 * 16,1216
38 + 24,62
90 * 77,6930
89 + 95,184
64 + 64,128
84 / 38,2.21
25 - 41,-16
88 * 53,4664
62 * 17,1054
22 * 98,2156
80 * 66,5280
62 - 82,-20
30 + 30,60
2 * 30,60
9 / 75,0.12
86 - 92,-6
81 * 2,162
5 + 32,37
91 / 42,2.17
47 / 95,0.49
60 * 65,3900
27 / 39,0.69
50 + 35,85
19 * 57,1083
48 - 98,-50
54 / 61,0.89
27 - 54,-27
82 - 2,80
27 + 97,124
88 * 47,4136
70 - 7,63
62 * 29,1798
44 + 35,79
53 + 94,147
67 * 33,2211
14 * 57,798
42 * 79,3318
90 - 65,25
86 + 59,145
23 - 1,22
28 - 47,-19
22 / 95,0.23
49 * 42,2058
42 - 45,-3
7 - 60,-53
38 + 47,85
6 / 30,0.2
17 / 16,1.06
92 / 41,2.24
29 + 26,55
51 + 18,69
67 + 25,92
76 + 83,159
77 - 8,69
48 + 28,76
82 - 69,13
12 * 90,1080
1 / 7,0.14
8 - 83,-75
24 * 9,216
5 + 15,20
50 / 71,0.7
85 - 78,7
57 / 43,1.33
24 - 78,-54
21 * 96,2016
35 - 33,2
11 * 12,132
52 * 43,2236
34 + 41,75
49 / 82,0.6
27 + 90,117
25 - 42,-17
22 + 66,88
94 * 38,3572
68 * 41,2788
30 + 65,95
55 + 72,127
1 + 60,61
52 / 91,0.57
42 - 37,5
29 + 33,62
65 * 92,5980
15 / 17,0.88
28 - 36,-8
5 + 53,58
22 + 40,62
70 * 18,1260
52 - 82,-30
32 / 42,0.76
65 / 60,1.08
3 / 4,0.75
18 - 73,-55
42 + 30,72
51 + 33,84
34 - 36,-2
6 + 88,94
80 + 17,97
99 / 35,2.83
50 - 6,44
53 / 12,4.42
37 * 27,999
5 / 40,0.12
64 - 91,-27
99 * 20,1980
22 / 68,0.32
8 + 2,10
53 / 93,0.57
31 / 11,2.82
75 / 42,1.79
85 * 1,85
92 * 12,1104
49 - 82,-33
63 - 77,-14
63 / 88,0.72
36 + 68,104
7 / 98,0.07
91 / 55,1.65
32 * 71,2272
20 / 97,0.21
41 / 59,0.69
38 - 5,33
56 * 12,672
39 * 58,2262
72 - 33,39
17 + 51,68
78 * 61,4758
64 / 22,2.91
52 + 38,90
82 * 11,902
95 * 92,8740
48 / 83,0.58
33 - 69,-36
95 / 36,2.64
