Input,Expected Output
Calculate 325 + 548 step-by-step,"Step 1: Break down 325 into hundreds, tens, and units.
Step 2: Break down 548 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 873."
Calculate 221 + 565 step-by-step,"Step 1: Break down 221 into hundreds, tens, and units.
Step 2: Break down 565 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 786."
Calculate 620 + 750 step-by-step,"Step 1: Break down 620 into hundreds, tens, and units.
Step 2: Break down 750 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1370."
Calculate 756 + 109 step-by-step,"Step 1: Break down 756 into hundreds, tens, and units.
Step 2: Break down 109 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 865."
Calculate 456 + 631 step-by-step,"Step 1: Break down 456 into hundreds, tens, and units.
Step 2: Break down 631 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1087."
Calculate 216 + 761 step-by-step,"Step 1: Break down 216 into hundreds, tens, and units.
Step 2: Break down 761 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 977."
Calculate 808 + 990 step-by-step,"Step 1: Break down 808 into hundreds, tens, and units.
Step 2: Break down 990 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1798."
Calculate 609 + 731 step-by-step,"Step 1: Break down 609 into hundreds, tens, and units.
Step 2: Break down 731 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1340."
Calculate 608 + 203 step-by-step,"Step 1: Break down 608 into hundreds, tens, and units.
Step 2: Break down 203 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 811."
Calculate 923 + 137 step-by-step,"Step 1: Break down 923 into hundreds, tens, and units.
Step 2: Break down 137 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1060."
Calculate 956 + 226 step-by-step,"Step 1: Break down 956 into hundreds, tens, and units.
Step 2: Break down 226 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1182."
Calculate 402 + 637 step-by-step,"Step 1: Break down 402 into hundreds, tens, and units.
Step 2: Break down 637 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1039."
Calculate 346 + 656 step-by-step,"Step 1: Break down 346 into hundreds, tens, and units.
Step 2: Break down 656 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1002."
Calculate 146 + 994 step-by-step,"Step 1: Break down 146 into hundreds, tens, and units.
Step 2: Break down 994 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1140."
Calculate 826 + 449 step-by-step,"Step 1: Break down 826 into hundreds, tens, and units.
Step 2: Break down 449 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1275."
Calculate 835 + 855 step-by-step,"Step 1: Break down 835 into hundreds, tens, and units.
Step 2: Break down 855 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1690."
Calculate 372 + 703 step-by-step,"Step 1: Break down 372 into hundreds, tens, and units.
Step 2: Break down 703 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1075."
Calculate 135 + 157 step-by-step,"Step 1: Break down 135 into hundreds, tens, and units.
Step 2: Break down 157 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 292."
Calculate 254 + 676 step-by-step,"Step 1: Break down 254 into hundreds, tens, and units.
Step 2: Break down 676 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 930."
Calculate 642 + 851 step-by-step,"Step 1: Break down 642 into hundreds, tens, and units.
Step 2: Break down 851 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1493."
Calculate 251 + 674 step-by-step,"Step 1: Break down 251 into hundreds, tens, and units.
Step 2: Break down 674 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 925."
Calculate 667 + 293 step-by-step,"Step 1: Break down 667 into hundreds, tens, and units.
Step 2: Break down 293 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 960."
Calculate 526 + 357 step-by-step,"Step 1: Break down 526 into hundreds, tens, and units.
Step 2: Break down 357 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 883."
Calculate 426 + 517 step-by-step,"Step 1: Break down 426 into hundreds, tens, and units.
Step 2: Break down 517 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 943."
Calculate 823 + 226 step-by-step,"Step 1: Break down 823 into hundreds, tens, and units.
Step 2: Break down 226 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1049."
Calculate 230 + 873 step-by-step,"Step 1: Break down 230 into hundreds, tens, and units.
Step 2: Break down 873 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1103."
Calculate 242 + 103 step-by-step,"Step 1: Break down 242 into hundreds, tens, and units.
Step 2: Break down 103 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 345."
Calculate 315 + 612 step-by-step,"Step 1: Break down 315 into hundreds, tens, and units.
Step 2: Break down 612 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 927."
Calculate 730 + 293 step-by-step,"Step 1: Break down 730 into hundreds, tens, and units.
Step 2: Break down 293 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1023."
Calculate 886 + 891 step-by-step,"Step 1: Break down 886 into hundreds, tens, and units.
Step 2: Break down 891 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1777."
Calculate 180 + 846 step-by-step,"Step 1: Break down 180 into hundreds, tens, and units.
Step 2: Break down 846 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1026."
Calculate 755 + 733 step-by-step,"Step 1: Break down 755 into hundreds, tens, and units.
Step 2: Break down 733 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1488."
Calculate 266 + 659 step-by-step,"Step 1: Break down 266 into hundreds, tens, and units.
Step 2: Break down 659 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 925."
Calculate 619 + 515 step-by-step,"Step 1: Break down 619 into hundreds, tens, and units.
Step 2: Break down 515 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1134."
Calculate 225 + 133 step-by-step,"Step 1: Break down 225 into hundreds, tens, and units.
Step 2: Break down 133 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 358."
Calculate 639 + 755 step-by-step,"Step 1: Break down 639 into hundreds, tens, and units.
Step 2: Break down 755 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1394."
Calculate 590 + 210 step-by-step,"Step 1: Break down 590 into hundreds, tens, and units.
Step 2: Break down 210 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 800."
Calculate 292 + 676 step-by-step,"Step 1: Break down 292 into hundreds, tens, and units.
Step 2: Break down 676 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 968."
Calculate 763 + 298 step-by-step,"Step 1: Break down 763 into hundreds, tens, and units.
Step 2: Break down 298 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1061."
Calculate 212 + 246 step-by-step,"Step 1: Break down 212 into hundreds, tens, and units.
Step 2: Break down 246 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 458."
Calculate 875 + 389 step-by-step,"Step 1: Break down 875 into hundreds, tens, and units.
Step 2: Break down 389 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1264."
Calculate 713 + 250 step-by-step,"Step 1: Break down 713 into hundreds, tens, and units.
Step 2: Break down 250 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 963."
Calculate 173 + 256 step-by-step,"Step 1: Break down 173 into hundreds, tens, and units.
Step 2: Break down 256 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 429."
Calculate 286 + 716 step-by-step,"Step 1: Break down 286 into hundreds, tens, and units.
Step 2: Break down 716 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1002."
Calculate 240 + 619 step-by-step,"Step 1: Break down 240 into hundreds, tens, and units.
Step 2: Break down 619 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 859."
Calculate 977 + 218 step-by-step,"Step 1: Break down 977 into hundreds, tens, and units.
Step 2: Break down 218 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1195."
Calculate 153 + 495 step-by-step,"Step 1: Break down 153 into hundreds, tens, and units.
Step 2: Break down 495 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 648."
Calculate 771 + 433 step-by-step,"Step 1: Break down 771 into hundreds, tens, and units.
Step 2: Break down 433 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1204."
Calculate 500 + 304 step-by-step,"Step 1: Break down 500 into hundreds, tens, and units.
Step 2: Break down 304 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 804."
Calculate 988 + 950 step-by-step,"Step 1: Break down 988 into hundreds, tens, and units.
Step 2: Break down 950 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1938."
Calculate 679 + 539 step-by-step,"Step 1: Break down 679 into hundreds, tens, and units.
Step 2: Break down 539 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1218."
Calculate 488 + 246 step-by-step,"Step 1: Break down 488 into hundreds, tens, and units.
Step 2: Break down 246 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 734."
Calculate 318 + 954 step-by-step,"Step 1: Break down 318 into hundreds, tens, and units.
Step 2: Break down 954 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1272."
Calculate 158 + 258 step-by-step,"Step 1: Break down 158 into hundreds, tens, and units.
Step 2: Break down 258 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 416."
Calculate 249 + 151 step-by-step,"Step 1: Break down 249 into hundreds, tens, and units.
Step 2: Break down 151 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 400."
Calculate 689 + 734 step-by-step,"Step 1: Break down 689 into hundreds, tens, and units.
Step 2: Break down 734 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1423."
Calculate 135 + 323 step-by-step,"Step 1: Break down 135 into hundreds, tens, and units.
Step 2: Break down 323 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 458."
Calculate 846 + 918 step-by-step,"Step 1: Break down 846 into hundreds, tens, and units.
Step 2: Break down 918 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1764."
Calculate 373 + 202 step-by-step,"Step 1: Break down 373 into hundreds, tens, and units.
Step 2: Break down 202 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 575."
Calculate 402 + 149 step-by-step,"Step 1: Break down 402 into hundreds, tens, and units.
Step 2: Break down 149 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 551."
Calculate 543 + 706 step-by-step,"Step 1: Break down 543 into hundreds, tens, and units.
Step 2: Break down 706 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1249."
Calculate 316 + 107 step-by-step,"Step 1: Break down 316 into hundreds, tens, and units.
Step 2: Break down 107 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 423."
Calculate 213 + 957 step-by-step,"Step 1: Break down 213 into hundreds, tens, and units.
Step 2: Break down 957 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1170."
Calculate 919 + 910 step-by-step,"Step 1: Break down 919 into hundreds, tens, and units.
Step 2: Break down 910 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1829."
Calculate 380 + 602 step-by-step,"Step 1: Break down 380 into hundreds, tens, and units.
Step 2: Break down 602 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 982."
Calculate 889 + 223 step-by-step,"Step 1: Break down 889 into hundreds, tens, and units.
Step 2: Break down 223 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1112."
Calculate 991 + 339 step-by-step,"Step 1: Break down 991 into hundreds, tens, and units.
Step 2: Break down 339 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1330."
Calculate 726 + 775 step-by-step,"Step 1: Break down 726 into hundreds, tens, and units.
Step 2: Break down 775 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1501."
Calculate 904 + 338 step-by-step,"Step 1: Break down 904 into hundreds, tens, and units.
Step 2: Break down 338 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1242."
Calculate 333 + 627 step-by-step,"Step 1: Break down 333 into hundreds, tens, and units.
Step 2: Break down 627 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 960."
Calculate 705 + 457 step-by-step,"Step 1: Break down 705 into hundreds, tens, and units.
Step 2: Break down 457 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1162."
Calculate 339 + 464 step-by-step,"Step 1: Break down 339 into hundreds, tens, and units.
Step 2: Break down 464 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 803."
Calculate 315 + 258 step-by-step,"Step 1: Break down 315 into hundreds, tens, and units.
Step 2: Break down 258 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 573."
Calculate 922 + 203 step-by-step,"Step 1: Break down 922 into hundreds, tens, and units.
Step 2: Break down 203 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1125."
Calculate 859 + 916 step-by-step,"Step 1: Break down 859 into hundreds, tens, and units.
Step 2: Break down 916 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1775."
Calculate 574 + 321 step-by-step,"Step 1: Break down 574 into hundreds, tens, and units.
Step 2: Break down 321 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 895."
Calculate 774 + 365 step-by-step,"Step 1: Break down 774 into hundreds, tens, and units.
Step 2: Break down 365 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1139."
Calculate 994 + 280 step-by-step,"Step 1: Break down 994 into hundreds, tens, and units.
Step 2: Break down 280 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1274."
Calculate 952 + 926 step-by-step,"Step 1: Break down 952 into hundreds, tens, and units.
Step 2: Break down 926 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1878."
Calculate 230 + 749 step-by-step,"Step 1: Break down 230 into hundreds, tens, and units.
Step 2: Break down 749 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 979."
Calculate 366 + 662 step-by-step,"Step 1: Break down 366 into hundreds, tens, and units.
Step 2: Break down 662 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1028."
Calculate 347 + 859 step-by-step,"Step 1: Break down 347 into hundreds, tens, and units.
Step 2: Break down 859 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1206."
Calculate 619 + 782 step-by-step,"Step 1: Break down 619 into hundreds, tens, and units.
Step 2: Break down 782 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1401."
Calculate 729 + 128 step-by-step,"Step 1: Break down 729 into hundreds, tens, and units.
Step 2: Break down 128 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 857."
Calculate 931 + 254 step-by-step,"Step 1: Break down 931 into hundreds, tens, and units.
Step 2: Break down 254 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1185."
Calculate 726 + 181 step-by-step,"Step 1: Break down 726 into hundreds, tens, and units.
Step 2: Break down 181 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 907."
Calculate 781 + 394 step-by-step,"Step 1: Break down 781 into hundreds, tens, and units.
Step 2: Break down 394 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1175."
Calculate 632 + 893 step-by-step,"Step 1: Break down 632 into hundreds, tens, and units.
Step 2: Break down 893 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1525."
Calculate 157 + 884 step-by-step,"Step 1: Break down 157 into hundreds, tens, and units.
Step 2: Break down 884 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1041."
Calculate 189 + 423 step-by-step,"Step 1: Break down 189 into hundreds, tens, and units.
Step 2: Break down 423 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 612."
Calculate 840 + 520 step-by-step,"Step 1: Break down 840 into hundreds, tens, and units.
Step 2: Break down 520 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1360."
Calculate 225 + 668 step-by-step,"Step 1: Break down 225 into hundreds, tens, and units.
Step 2: Break down 668 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 893."
Calculate 796 + 875 step-by-step,"Step 1: Break down 796 into hundreds, tens, and units.
Step 2: Break down 875 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1671."
Calculate 817 + 700 step-by-step,"Step 1: Break down 817 into hundreds, tens, and units.
Step 2: Break down 700 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1517."
Calculate 830 + 608 step-by-step,"Step 1: Break down 830 into hundreds, tens, and units.
Step 2: Break down 608 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1438."
Calculate 624 + 577 step-by-step,"Step 1: Break down 624 into hundreds, tens, and units.
Step 2: Break down 577 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1201."
Calculate 561 + 904 step-by-step,"Step 1: Break down 561 into hundreds, tens, and units.
Step 2: Break down 904 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1465."
Calculate 672 + 235 step-by-step,"Step 1: Break down 672 into hundreds, tens, and units.
Step 2: Break down 235 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 907."
Calculate 472 + 844 step-by-step,"Step 1: Break down 472 into hundreds, tens, and units.
Step 2: Break down 844 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1316."
Calculate 664 + 493 step-by-step,"Step 1: Break down 664 into hundreds, tens, and units.
Step 2: Break down 493 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1157."
Calculate 544 + 655 step-by-step,"Step 1: Break down 544 into hundreds, tens, and units.
Step 2: Break down 655 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1199."
Calculate 882 + 898 step-by-step,"Step 1: Break down 882 into hundreds, tens, and units.
Step 2: Break down 898 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1780."
Calculate 134 + 832 step-by-step,"Step 1: Break down 134 into hundreds, tens, and units.
Step 2: Break down 832 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 966."
Calculate 376 + 774 step-by-step,"Step 1: Break down 376 into hundreds, tens, and units.
Step 2: Break down 774 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1150."
Calculate 540 + 938 step-by-step,"Step 1: Break down 540 into hundreds, tens, and units.
Step 2: Break down 938 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1478."
Calculate 557 + 519 step-by-step,"Step 1: Break down 557 into hundreds, tens, and units.
Step 2: Break down 519 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1076."
Calculate 241 + 120 step-by-step,"Step 1: Break down 241 into hundreds, tens, and units.
Step 2: Break down 120 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 361."
Calculate 705 + 920 step-by-step,"Step 1: Break down 705 into hundreds, tens, and units.
Step 2: Break down 920 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1625."
Calculate 460 + 812 step-by-step,"Step 1: Break down 460 into hundreds, tens, and units.
Step 2: Break down 812 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1272."
Calculate 469 + 180 step-by-step,"Step 1: Break down 469 into hundreds, tens, and units.
Step 2: Break down 180 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 649."
Calculate 339 + 341 step-by-step,"Step 1: Break down 339 into hundreds, tens, and units.
Step 2: Break down 341 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 680."
Calculate 429 + 549 step-by-step,"Step 1: Break down 429 into hundreds, tens, and units.
Step 2: Break down 549 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 978."
Calculate 640 + 370 step-by-step,"Step 1: Break down 640 into hundreds, tens, and units.
Step 2: Break down 370 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1010."
Calculate 913 + 190 step-by-step,"Step 1: Break down 913 into hundreds, tens, and units.
Step 2: Break down 190 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1103."
Calculate 867 + 211 step-by-step,"Step 1: Break down 867 into hundreds, tens, and units.
Step 2: Break down 211 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1078."
Calculate 270 + 423 step-by-step,"Step 1: Break down 270 into hundreds, tens, and units.
Step 2: Break down 423 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 693."
Calculate 256 + 665 step-by-step,"Step 1: Break down 256 into hundreds, tens, and units.
Step 2: Break down 665 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 921."
Calculate 112 + 190 step-by-step,"Step 1: Break down 112 into hundreds, tens, and units.
Step 2: Break down 190 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 302."
Calculate 239 + 813 step-by-step,"Step 1: Break down 239 into hundreds, tens, and units.
Step 2: Break down 813 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1052."
Calculate 650 + 859 step-by-step,"Step 1: Break down 650 into hundreds, tens, and units.
Step 2: Break down 859 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1509."
Calculate 949 + 270 step-by-step,"Step 1: Break down 949 into hundreds, tens, and units.
Step 2: Break down 270 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1219."
Calculate 450 + 436 step-by-step,"Step 1: Break down 450 into hundreds, tens, and units.
Step 2: Break down 436 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 886."
Calculate 287 + 667 step-by-step,"Step 1: Break down 287 into hundreds, tens, and units.
Step 2: Break down 667 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 954."
Calculate 152 + 534 step-by-step,"Step 1: Break down 152 into hundreds, tens, and units.
Step 2: Break down 534 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 686."
Calculate 563 + 230 step-by-step,"Step 1: Break down 563 into hundreds, tens, and units.
Step 2: Break down 230 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 793."
Calculate 981 + 425 step-by-step,"Step 1: Break down 981 into hundreds, tens, and units.
Step 2: Break down 425 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1406."
Calculate 173 + 751 step-by-step,"Step 1: Break down 173 into hundreds, tens, and units.
Step 2: Break down 751 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 924."
Calculate 277 + 992 step-by-step,"Step 1: Break down 277 into hundreds, tens, and units.
Step 2: Break down 992 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1269."
Calculate 131 + 418 step-by-step,"Step 1: Break down 131 into hundreds, tens, and units.
Step 2: Break down 418 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 549."
Calculate 292 + 828 step-by-step,"Step 1: Break down 292 into hundreds, tens, and units.
Step 2: Break down 828 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1120."
Calculate 781 + 353 step-by-step,"Step 1: Break down 781 into hundreds, tens, and units.
Step 2: Break down 353 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1134."
Calculate 880 + 977 step-by-step,"Step 1: Break down 880 into hundreds, tens, and units.
Step 2: Break down 977 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1857."
Calculate 785 + 212 step-by-step,"Step 1: Break down 785 into hundreds, tens, and units.
Step 2: Break down 212 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 997."
Calculate 175 + 184 step-by-step,"Step 1: Break down 175 into hundreds, tens, and units.
Step 2: Break down 184 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 359."
Calculate 261 + 558 step-by-step,"Step 1: Break down 261 into hundreds, tens, and units.
Step 2: Break down 558 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 819."
Calculate 673 + 117 step-by-step,"Step 1: Break down 673 into hundreds, tens, and units.
Step 2: Break down 117 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 790."
Calculate 412 + 503 step-by-step,"Step 1: Break down 412 into hundreds, tens, and units.
Step 2: Break down 503 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 915."
Calculate 503 + 972 step-by-step,"Step 1: Break down 503 into hundreds, tens, and units.
Step 2: Break down 972 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1475."
Calculate 410 + 966 step-by-step,"Step 1: Break down 410 into hundreds, tens, and units.
Step 2: Break down 966 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 1376."
Calculate 221 + 114 step-by-step,"Step 1: Break down 221 into hundreds, tens, and units.
Step 2: Break down 114 into hundreds, tens, and units.
Step 3: Add hundreds, add tens, add units.
Step 4: Final result is 335."
